# Data from /Users/wangzhe/Desktop/methylazulene_opt_ICSS_XY_0.log.
# Shielding tensor data from ZZ component.
# Processed with ICSScsv.
# Author: Zhe Wang
# Homepage: https://www.wangzhe95.net/program-icsscsv


XY,-7.0,-6.8,-6.6,-6.4,-6.2,-6.0,-5.8,-5.6,-5.4,-5.2,-5.0,-4.8,-4.6,-4.4,-4.2,-4.0,-3.8,-3.6,-3.4,-3.2,-3.0,-2.8,-2.6,-2.4,-2.2,-2.0,-1.8,-1.6,-1.4,-1.2,-1.0,-0.8,-0.6,-0.4,-0.2,0.0,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,2.0,2.2,2.4,2.6,2.8,3.0,3.2,3.4,3.6,3.8,4.0,4.2,4.4,4.6,4.8,5.0,5.2,5.4,5.6,5.8,6.0,6.2,6.4,6.6,6.8,7.0,
-6.0,0.4716,0.4962,0.5222,0.5495,0.5782,0.6084,0.64,0.6731,0.7076,0.7436,0.7809,0.8195,0.8593,0.9001,0.9419,0.9842,1.027,1.0698,1.1124,1.1543,1.1951,1.2344,1.2717,1.3067,1.3389,1.3682,1.3941,1.4167,1.4358,1.4513,1.4633,1.4718,1.4769,1.4786,1.4771,1.4723,1.4644,1.4533,1.4393,1.4224,1.4028,1.3807,1.3562,1.3296,1.301,1.2708,1.239,1.2059,1.1716,1.1362,1.1001,1.0632,1.0258,0.9882,0.9503,0.9125,0.8749,0.8378,0.8011,0.7652,0.7302,0.6961,0.6631,0.6312,0.6005,0.571,0.5428,0.5158,0.4901,0.4656,0.4424,
-5.8,0.4952,0.5219,0.5503,0.5802,0.6117,0.645,0.68,0.7167,0.7552,0.7954,0.8373,0.8808,0.9259,0.9724,1.02,1.0686,1.1178,1.1674,1.2167,1.2655,1.313,1.3589,1.4025,1.4432,1.4808,1.5146,1.5446,1.5704,1.592,1.6094,1.6227,1.632,1.6373,1.6388,1.6366,1.6307,1.6211,1.608,1.5915,1.5717,1.5488,1.523,1.4946,1.4638,1.4309,1.3961,1.3597,1.3218,1.2827,1.2425,1.2014,1.1595,1.1171,1.0744,1.0315,0.9887,0.9462,0.9042,0.8629,0.8226,0.7832,0.7451,0.7082,0.6727,0.6386,0.606,0.5749,0.5452,0.517,0.4903,0.4649,
-5.6,0.5199,0.549,0.58,0.6127,0.6474,0.6841,0.7228,0.7636,0.8066,0.8517,0.8988,0.948,0.9992,1.0522,1.1068,1.1627,1.2197,1.2772,1.3348,1.3919,1.4477,1.5016,1.5528,1.6007,1.6446,1.684,1.7187,1.7483,1.7728,1.7924,1.807,1.817,1.8224,1.8235,1.8203,1.8128,1.8013,1.7857,1.7661,1.7427,1.7157,1.6854,1.6523,1.6164,1.5783,1.5382,1.4964,1.453,1.4083,1.3624,1.3156,1.2679,1.2196,1.171,1.1223,1.0737,1.0255,0.9779,0.9313,0.8857,0.8414,0.7986,0.7574,0.7177,0.6798,0.6437,0.6093,0.5766,0.5457,0.5164,0.4888,
-5.4,0.5458,0.5776,0.6113,0.6472,0.6854,0.7259,0.7688,0.8142,0.8622,0.9127,0.9659,1.0217,1.0799,1.1405,1.2033,1.268,1.3342,1.4014,1.4691,1.5363,1.6023,1.6661,1.7268,1.7834,1.8351,1.8813,1.9216,1.9557,1.9836,2.0054,2.0214,2.0319,2.0372,2.0375,2.033,2.0237,2.0096,1.9907,1.9673,1.9394,1.9074,1.8717,1.8327,1.7908,1.7465,1.7,1.6518,1.602,1.5508,1.4983,1.4448,1.3904,1.3353,1.2799,1.2243,1.1689,1.114,1.06,1.007,0.9555,0.9055,0.8573,0.8109,0.7666,0.7244,0.6842,0.6461,0.6101,0.5761,0.5441,0.5139,
-5.2,0.573,0.6076,0.6444,0.6838,0.7257,0.7704,0.818,0.8686,0.9223,0.9791,1.0392,1.1024,1.1689,1.2384,1.3109,1.386,1.4633,1.5423,1.6222,1.7021,1.7807,1.8568,1.9293,1.9968,2.0582,2.1127,2.1598,2.1992,2.2309,2.2551,2.2724,2.2833,2.2881,2.2873,2.2809,2.2691,2.2517,2.2289,2.2005,2.167,2.1287,2.0862,2.04,1.9907,1.9388,1.8848,1.8291,1.7717,1.7129,1.6529,1.5916,1.5294,1.4664,1.4029,1.3393,1.276,1.2133,1.1516,1.0913,1.0327,0.9761,0.9216,0.8695,0.8198,0.7726,0.7279,0.6857,0.6459,0.6085,0.5733,0.5404,
-5.0,0.6015,0.639,0.6793,0.7224,0.7686,0.818,0.8708,0.9272,0.9873,1.0512,1.1191,1.191,1.267,1.3471,1.431,1.5185,1.6093,1.7027,1.7977,1.8931,1.9875,2.0791,2.1662,2.2473,2.3209,2.3858,2.4414,2.4872,2.5234,2.5503,2.5688,2.5796,2.5834,2.5808,2.5719,2.5567,2.5351,2.507,2.4724,2.4316,2.3853,2.3341,2.2789,2.2205,2.1595,2.0965,2.0319,1.9657,1.8981,1.8292,1.759,1.6877,1.6154,1.5426,1.4696,1.3969,1.3249,1.2543,1.1853,1.1185,1.0541,0.9924,0.9335,0.8776,0.8247,0.7749,0.728,0.684,0.6428,0.6043,0.5683,
-4.8,0.6312,0.672,0.7159,0.7632,0.814,0.8686,0.9273,0.9901,1.0575,1.1295,1.2064,1.2884,1.3755,1.4678,1.5653,1.6677,1.7748,1.8857,1.9993,2.1141,2.228,2.3389,2.4444,2.5425,2.6313,2.7094,2.7757,2.8298,2.8718,2.9021,2.9218,2.9321,2.9342,2.9287,2.9161,2.8962,2.8688,2.8336,2.7907,2.7405,2.6838,2.6217,2.5552,2.4855,2.4135,2.3396,2.2644,2.1879,2.1101,2.0309,1.9504,1.8686,1.7856,1.7018,1.6177,1.534,1.4511,1.3698,1.2906,1.214,1.1405,1.0703,1.0036,0.9406,0.8813,0.8255,0.7734,0.7247,0.6792,0.6369,0.5976,
-4.6,0.6621,0.7065,0.7544,0.8062,0.8622,0.9225,0.9876,1.0578,1.1333,1.2146,1.3018,1.3953,1.4953,1.602,1.7155,1.8359,1.9627,2.095,2.2315,2.3701,2.5082,2.6428,2.771,2.8901,2.998,3.093,3.1737,3.2394,3.2896,3.3249,3.3465,3.356,3.3551,3.3451,3.3266,3.2996,3.2637,3.2187,3.1646,3.102,3.032,2.956,2.8754,2.7917,2.706,2.6191,2.5312,2.4425,2.3528,2.2619,2.1696,2.0757,1.9803,1.8838,1.7868,1.69,1.5942,1.5002,1.4089,1.3208,1.2365,1.1564,1.0806,1.0093,0.9425,0.8801,0.822,0.768,0.7178,0.6714,0.6283,
-4.4,0.6942,0.7425,0.7948,0.8515,0.913,0.9798,1.0521,1.1304,1.2152,1.3069,1.4059,1.5127,1.6277,1.7513,1.8839,2.0256,2.1762,2.3347,2.4992,2.667,2.8344,2.9976,3.1529,3.2974,3.4289,3.5459,3.6467,3.7298,3.7937,3.838,3.8635,3.8722,3.8665,3.8486,3.8202,3.7816,3.7328,3.6737,3.6042,3.5252,3.438,3.3444,3.2463,3.1453,3.0429,2.9399,2.8368,2.7336,2.63,2.5255,2.4198,2.3124,2.2031,2.0922,1.9802,1.8682,1.7571,1.6481,1.5423,1.4405,1.3434,1.2516,1.1651,1.0842,1.0089,0.9388,0.874,0.814,0.7586,0.7076,0.6605,
-4.2,0.7275,0.7799,0.8369,0.899,0.9667,1.0404,1.1208,1.2083,1.3035,1.407,1.5196,1.6417,1.7741,1.9175,2.0727,2.2399,2.4192,2.6093,2.8077,3.0106,3.2129,3.4093,3.5954,3.7687,3.9282,4.0739,4.2043,4.3162,4.405,4.4672,4.5018,4.5103,4.4964,4.4644,4.4179,4.3593,4.2898,4.2096,4.119,4.0186,3.9098,3.7945,3.6747,3.5525,3.4294,3.3064,3.1842,3.0631,2.9429,2.8231,2.7027,2.5808,2.4567,2.3301,2.2015,2.0719,1.943,1.8162,1.6932,1.575,1.4628,1.357,1.2581,1.166,1.0807,1.002,0.9295,0.8629,0.8017,0.7455,0.6941,
